1.199999991638333995e+03,1.013249991195659677e+05,1.119005323820941450e-01,8.880994646969565531e-01,8.211795597954209731e-11,3.489119779536964502e-11,2.749959521439562547e-11,1.847386128896792584e-11,2.756461589903676536e-09,1.504954996678521503e-12,0.000000000000000000e+00
1.199999983416294754e+03,1.013249982384389878e+05,1.119005318739417915e-01,8.880994620973644560e-01,1.639751522986185391e-10,1.261399358738127755e-10,8.232222789620195165e-11,1.120614809576784355e-10,5.540981938934205064e-09,3.212888611541810277e-12,0.000000000000000000e+00
1.199999975386336473e+03,1.013249973609510926e+05,1.119005313292719545e-01,8.880994593360568290e-01,2.482342463968595062e-10,2.611705877451518489e-10,1.503404801292064522e-10,3.139337728422470368e-10,8.354918327017943724e-09,6.073700039659902957e-12,0.000000000000000000e+00
1.199999967580004977e+03,1.013249964892837888e+05,1.119005307437175856e-01,8.880994564067086205e-01,3.364677246746059922e-10,4.317678479419609215e-10,2.281988757966319030e-10,6.435896324436939338e-10,1.119945005528231444e-08,1.009951185046984536e-11,0.000000000000000000e+00
1.199999960023915264e+03,1.013249956249944516e+05,1.119005301131774377e-01,8.880994533003666591e-01,4.298543921452342745e-10,6.328212178900184380e-10,3.149648287571243461e-10,1.117258919532926960e-09,1.407625323524480048e-08,1.530304240002693826e-11,0.000000000000000000e+00
1.199999952743551603e+03,1.013249947693808790e+05,1.119005294335309736e-01,8.880994500059923302e-01,5.293764809138120868e-10,8.613372337052537190e-10,4.104103834570934432e-10,1.750256889439479167e-09,1.698739768695660042e-08,2.169778391050576599e-11,0.000000000000000000e+00
1.199999945764531731e+03,1.013249939236124774e+05,1.119005287005223059e-01,8.880994465107465707e-01,6.359076761027764226e-10,1.115798941821644490e-09,5.146275304315882765e-10,2.557806383499988409e-09,1.993529219314597814e-08,2.929815103121416820e-11,0.000000000000000000e+00
1.199999938516183420e+03,1.013249931265735795e+05,1.119005280656034662e-01,8.880994426442297973e-01,7.502656728951715181e-10,1.395737302326873692e-09,6.279108055734486714e-10,3.555478323115421272e-09,2.292265473667320827e-08,3.811961279009361004e-11,0.000000000000000000e+00
1.199999930323658418e+03,1.013249924238033709e+05,1.119005277074921201e-01,8.880994382069395954e-01,8.732477448585814216e-10,1.701442914952547883e-09,7.507047790645448538e-10,4.759495365354921162e-09,2.595249865607770031e-08,4.817881804399949912e-11,0.000000000000000000e+00
1.199999922396739976e+03,1.013249917417269899e+05,1.119005273128801659e-01,8.880994334895276898e-01,1.005656072534858889e-09,2.033772814231901514e-09,8.835743818311841613e-10,6.186965502126728505e-09,2.902812976554146087e-08,5.949371244990600711e-11,0.000000000000000000e+00
1.199999914757485840e+03,1.013249910820733348e+05,1.119005268787557211e-01,8.880994284704056829e-01,1.148316531156882264e-09,2.394022589584997003e-09,1.027187093892415118e-09,7.856076828500247278e-09,3.215315202591234484e-08,7.208366641255207310e-11,0.000000000000000000e+00
1.199999907429360064e+03,1.013249904466785811e+05,1.119005264019142520e-01,8.880994231261344352e-01,1.302092995735741795e-09,2.783842880782948559e-09,1.182302453477325741e-09,9.786265262031831796e-09,3.533147847971231272e-08,8.596959122005633621e-11,0.000000000000000000e+00
1.199999900437451970e+03,1.013249898375040502e+05,1.119005258789293328e-01,8.880994174313255884e-01,1.467898909476529060e-09,3.205187004031547247e-09,1.349766757355356782e-09,1.199837121927900110e-08,3.856734749519496782e-08,1.011740745688731850e-10,0.000000000000000000e+00
1.199999893808670777e+03,1.013249892566520284e+05,1.119005253061257088e-01,8.880994113585231053e-01,1.646707006646626869e-09,3.660279856190082092e-09,1.530511296430159711e-09,1.451478927709991033e-08,4.186534269019435590e-08,1.177215178351850052e-10,0.000000000000000000e+00
1.199999887571940462e+03,1.013249887063810165e+05,1.119005246795528458e-01,8.880994048780626038e-01,1.839557965671110384e-09,4.151601838859865882e-09,1.725553194767753086e-09,1.735961750152169479e-08,4.523041628606043244e-08,1.356382838591773355e-10,0.000000000000000000e+00
1.199999881758386209e+03,1.013249881891210971e+05,1.119005239949596164e-01,8.880993979579138164e-01,2.047568442633247456e-09,4.681883315673985057e-09,1.935998136643875056e-09,2.055880913752053145e-08,4.866791534004370483e-08,1.549528514459962343e-10,0.000000000000000000e+00
1.199999876401533584e+03,1.013249877074890537e+05,1.119005232477671280e-01,8.880993905635067298e-01,2.271938855878619957e-09,5.254106705079111005e-09,2.163044558751621970e-09,2.414032998292023152e-08,5.218361078288824798e-08,1.756959803446452715e-10,0.000000000000000000e+00
1.199999871537512718e+03,1.013249872643047129e+05,1.119005224330404946e-01,8.880993826575356298e-01,2.513961372785488500e-09,5.871514735066739231e-09,2.407989219329557617e-09,2.813432833996268301e-08,5.578373015951964872e-08,1.979009036654663318e-10,0.000000000000000000e+00
1.199999867205270675e+03,1.013249868626076059e+05,1.119005215454604157e-01,8.880993741997534885e-01,2.775027800572828988e-09,6.537622303087485469e-09,2.672233469600311637e-09,3.257330809065427242e-08,5.947499178904832943e-08,2.216035074907663392e-10,0.000000000000000000e+00
1.199999863446803147e+03,1.013249865056749695e+05,1.119005205792911878e-01,8.880993651467403716e-01,3.056638164531870262e-09,7.256232723355585534e-09,2.957290767987378733e-09,3.749232150460103407e-08,6.326464350426982185e-08,2.468425530484731113e-10,0.000000000000000000e+00
1.199999860307399103e+03,1.013249861970409693e+05,1.119005195283472170e-01,8.880993554516559696e-01,3.360409622934183695e-09,8.031456627075058310e-09,3.264794907814522241e-09,4.292917242497271719e-08,6.716050389546569434e-08,2.736599024195976763e-10,0.000000000000000000e+00
1.199999857835899093e+03,1.013249859405169555e+05,1.119005183859581309e-01,8.880993450639768083e-01,3.688085797416970685e-09,8.867733148555461941e-09,3.596508920382222551e-09,4.892463088406726343e-08,7.117100616011492035e-08,3.021007517721696345e-10,0.000000000000000000e+00
1.199999856084979001e+03,1.013249857402133930e+05,1.119005171449297120e-01,8.880993339292052591e-01,4.041546964454806077e-09,9.769854146036590364e-09,3.954335023970154225e-09,5.552266902209810093e-08,7.530524650855163718e-08,3.322138990008230877e-10,0.000000000000000000e+00
1.199999855111459055e+03,1.013249856005641341e+05,1.119005157975018622e-01,8.880993219885535694e-01,4.422821121643783922e-09,1.074299122613872652e-08,4.340325577474588019e-09,6.277071826465336269e-08,7.957303706887037864e-08,3.640520389891476941e-10,0.000000000000000000e+00
1.199999854976617826e+03,1.013249855263510253e+05,1.119005143353058312e-01,8.880993091786172355e-01,4.834095269339422566e-09,1.179272370719055340e-08,4.756694333403246546e-09,7.071993209641816286e-08,8.398496003674168971e-08,3.976720441065683657e-10,0.000000000000000000e+00
1.199999855746559888e+03,1.013249855227323715e+05,1.119005127493137713e-01,8.880992954309988585e-01,5.277728527146190490e-09,1.292507153277199050e-08,5.205829604615613099e-09,7.942549211099343336e-08,8.855243078899494705e-08,4.331353263174701804e-10,0.000000000000000000e+00
1.199999857492585079e+03,1.013249855952719663e+05,1.119005110297885824e-01,8.880992806719245625e-01,5.756265336266054540e-09,1.414652858535679335e-08,5.690307556241703498e-09,8.894691634556022847e-08,9.328776152134412155e-08,4.705081712974393849e-10,0.000000000000000000e+00
1.199999860291595041e+03,1.013249857499707432e+05,1.119005091662284429e-01,8.880992648218248853e-01,6.272449950927911536e-09,1.546409941462024589e-08,6.212906829422610092e-09,9.934839794255855178e-08,9.820423115972521590e-08,5.098621172525880123e-10,0.000000000000000000e+00
1.199999864226544105e+03,1.013249859933018452e+05,1.119005071473050117e-01,8.880992477948704833e-01,6.829242500149142996e-09,1.688534005891809427e-08,6.776624773566417402e-09,1.106991806634751325e-07,1.033161628845674013e-07,5.512743860349533813e-10,0.000000000000000000e+00
1.199999869386911769e+03,1.013249863322476449e+05,1.119005049607993268e-01,8.880992294984824120e-01,7.429835868925091682e-09,1.841840101605908822e-08,7.384694521341067744e-09,1.230739536675213828e-07,1.086390056428785012e-07,5.948283237846386076e-10,0.000000000000000000e+00
1.199999875869200878e+03,1.013249867743387586e+05,1.119005025935335546e-01,8.880992098328158724e-01,8.077673508901368081e-09,2.007207262605702904e-08,8.040603014257523112e-09,1.365532681023119827e-07,1.141894201630409574e-07,6.406138595078316234e-10,0.000000000000000000e+00
1.199999883777533341e+03,1.013249873277002334e+05,1.119005000312898457e-01,8.880991886901468124e-01,8.776470628660620161e-09,2.185583910827725952e-08,8.748112457434843535e-09,1.512240327768355566e-07,1.199853812703273667e-07,6.887280918943237668e-10,0.000000000000000000e+00
1.199999893224196967e+03,1.013249880010941706e+05,1.119004972587355762e-01,8.880991659543082672e-01,9.530233604436821433e-09,2.377992807345390183e-08,9.511279977759253926e-09,1.671799682874376480e-07,1.260462716428105967e-07,7.392757617534238457e-10,0.000000000000000000e+00
1.199999904330317577e+03,1.013249888039726211e+05,1.119004942593318924e-01,8.880991414999919176e-01,1.034328409138091031e-08,2.585537204791023660e-08,1.033448204647957463e-08,1.845221710963384580e-07,1.323929982198861325e-07,7.923699102407711180e-10,0.000000000000000000e+00
1.199999917226549996e+03,1.013249897465311660e+05,1.119004910152393700e-01,8.880991151920368809e-01,1.122028356563835979e-08,2.809407110565299314e-08,1.122243934193349490e-08,2.033596877366278857e-07,1.390481106909018695e-07,8.481325197759621671e-10,0.000000000000000000e+00
1.199999932053819975e+03,1.013249908397668769e+05,1.119004875072168032e-01,8.880990868846638797e-01,1.216625973385163992e-08,3.050886027313639530e-08,1.218024350710738935e-08,2.238101327307251255e-07,1.460359289767712650e-07,9.066952049253678604e-10,0.000000000000000000e+00
1.199999948964154328e+03,1.013249920955431880e+05,1.119004837145081421e-01,8.880990564206149296e-01,1.318663620458357724e-08,3.311358526475009168e-08,1.321338721414672237e-08,2.460003828347799955e-07,1.533826864270915518e-07,9.682000052837313749e-10,0.000000000000000000e+00
1.199999968121532447e+03,1.013249935266563989e+05,1.119004796147261838e-01,8.880990236302762630e-01,1.428726275593805436e-08,3.592317974236651296e-08,1.432779483659884783e-08,2.700672852781578713e-07,1.611166758677118654e-07,1.032800170260433807e-09,0.000000000000000000e+00
1.199999989702834455e+03,1.013249951469091902e+05,1.119004751837232720e-01,8.880989883307005561e-01,1.547444905307444687e-08,3.895375138316964338e-08,1.552985661968700252e-08,2.961584467328617475e-07,1.692684122544172940e-07,1.100661050019913056e-09,0.000000000000000000e+00
1.200000013898832094e+03,1.013249969711887534e+05,1.119004703954566138e-01,8.880989503245796390e-01,1.675500010025421760e-08,4.222267237590632161e-08,1.682646461198456044e-08,3.244330629064815219e-07,1.778708036480016635e-07,1.171961022284022221e-09,0.000000000000000000e+00
1.200000040915366753e+03,1.013249990155581327e+05,1.119004652218274498e-01,8.880989093990333538e-01,1.813625801154057303e-08,4.574868604774170916e-08,1.822505500148709247e-08,3.550628959732051461e-07,1.869593526271477534e-07,1.246892619948599731e-09,0.000000000000000000e+00
1.200000070974436539e+03,1.013250012973411795e+05,1.119004596325328810e-01,8.880988653244846764e-01,1.962614080664450204e-08,4.955200589602803041e-08,1.973364744539094053e-08,3.882331825081062442e-07,1.965723432653334099e-07,1.325663518400518813e-09,0.000000000000000000e+00
1.200000104315508906e+03,1.013250038352252013e+05,1.119004535948872614e-01,8.880988178533075761e-01,2.123318909685999725e-08,5.365443476157348166e-08,2.136089239789411457e-08,4.241437260269322610e-07,2.067510660981558430e-07,1.408497779835329931e-09,0.000000000000000000e+00
1.200000141196897630e+03,1.013250066493683262e+05,1.119004470736345014e-01,8.880987667184035983e-01,2.296661514130818004e-08,5.807949005162192418e-08,2.311612084679483028e-08,4.630100450573520906e-07,2.175400544223185955e-07,1.495637146155472692e-09,0.000000000000000000e+00
1.200000181897245056e+03,1.013250097615151899e+05,1.119004400307462427e-01,8.880987116316766405e-01,2.483635552739338037e-08,6.285253821329952447e-08,2.500939773045107453e-08,5.050646060786140576e-07,2.289873379549270404e-07,1.587342425712526523e-09,0.000000000000000000e+00
1.200000226717118949e+03,1.013250131951214717e+05,1.119004324252043242e-01,8.880986522823853813e-01,2.685312796312711733e-08,6.800093970207424824e-08,2.705157953059622594e-08,5.505581527502323225e-07,2.411447161811654799e-07,1.683894988769701768e-09,0.000000000000000000e+00
1.200000275980751439e+03,1.013250169754898525e+05,1.119004242127644710e-01,8.880985883353514909e-01,2.902849312315250108e-08,7.355420684918728711e-08,2.925437699677848837e-08,5.997611534767824238e-07,2.540680559081414874e-07,1.785598400065745580e-09,0.000000000000000000e+00
1.200000330037956246e+03,1.013250211299193907e+05,1.119004153456948647e-01,8.880985194289831020e-01,3.137492286058561634e-08,7.954417797723618602e-08,3.163042433356166281e-08,6.529653980218820228e-07,2.678176193265818816e-07,1.892780226358089347e-09,0.000000000000000000e+00
1.200000389266009506e+03,1.013250256878526998e+05,1.119004057725208612e-01,8.880984451733390239e-01,3.390586697422651453e-08,8.600518782443872546e-08,3.419334694259066973e-08,7.104855605036912578e-07,2.824583848134201029e-07,2.005793769417506858e-09,0.000000000000000000e+00
1.200000454071862123e+03,1.013250306810483453e+05,1.119003954377235377e-01,8.880983651478507879e-01,3.663583185177829088e-08,9.297426828278901885e-08,3.695784121447260492e-08,7.726610403706092594e-07,2.980604247600317180e-07,2.125020151722703523e-09,0.000000000000000000e+00
1.200000524894639739e+03,1.013250361437761312e+05,1.119003842814001864e-01,8.880982788987489274e-01,3.958046923302011541e-08,1.004913749662121139e-07,3.993976459464044539e-08,8.398580403278597078e-07,3.146993318901372768e-07,2.250870682093159275e-09,0.000000000000000000e+00
1.200000602207943530e+03,1.013250421129967144e+05,1.119003722389515509e-01,8.880981859366966491e-01,4.275665794717031071e-08,1.085995958375073269e-07,4.315621856099888376e-08,9.124714801812786424e-07,3.324566111852700231e-07,2.383788973639156556e-09,0.000000000000000000e+00
1.200000686522675096e+03,1.013250486285820080e+05,1.119003592406980219e-01,8.880980857338868217e-01,4.618260404049921627e-08,1.173454067767175791e-07,4.662565026334578355e-08,9.909273411562979962e-07,3.514201600929966515e-07,2.524253602965492700e-09,0.000000000000000000e+00
1.200000778390083042e+03,1.013250557335533958e+05,1.119003452114659125e-01,8.880979777209077053e-01,4.987794899571900811e-08,1.267789477989897079e-07,5.036796239659354388e-08,1.075685199855706903e-06,3.716847871839449613e-07,2.672780978605855495e-09,0.000000000000000000e+00
1.200000878404692457e+03,1.013250634743099945e+05,1.119003300701898740e-01,8.880978612837362451e-01,5.386387348076483086e-08,1.369542878513455151e-07,5.440461858987918445e-08,1.167240658032966860e-06,3.933527084816411861e-07,2.829928048143181115e-09,0.000000000000000000e+00
1.200000987208040897e+03,1.013250719009207824e+05,1.119003137294059258e-01,8.880977357599016964e-01,5.816322982977800564e-08,1.479297629481663903e-07,5.875877795473312230e-08,1.266128444961523310e-06,4.165341816838375024e-07,2.996295833413397108e-09,0.000000000000000000e+00
1.200001105492098077e+03,1.013250810673912056e+05,1.119002960947877712e-01,8.880976004349780961e-01,6.280066305943157981e-08,1.597682850277060571e-07,6.345541807711022901e-08,1.372925252140419992e-06,4.413480840120246943e-07,3.172532594501157651e-09,0.000000000000000000e+00
1.200001234003389527e+03,1.013250910319856048e+05,1.119002770645882022e-01,8.880974545383560903e-01,6.780275691392297038e-08,1.725377146893604915e-07,6.852148343795213889e-08,1.488253154127927289e-06,4.679226097431241979e-07,3.359337704189576118e-09,0.000000000000000000e+00
1.200001373547448793e+03,1.013251018575744820e+05,1.119002565290354440e-01,8.880972972386803610e-01,7.319819134906134721e-08,1.863112631168702785e-07,7.398604550273520621e-08,1.612783297709579738e-06,4.963960215877095656e-07,3.557465820636107383e-09,0.000000000000000000e+00
1.200001524993054545e+03,1.013251136119658622e+05,1.119002343697604596e-01,8.880971276395140945e-01,7.901789227950399005e-08,2.011678742331850847e-07,7.988045506666748245e-08,1.747239410876996736e-06,5.269173631270656086e-07,3.767730812640396358e-09,0.000000000000000000e+00
1.200001689277778496e+03,1.013251263683381258e+05,1.119002104590458291e-01,8.880969447736629663e-01,8.529522756513289148e-08,2.171927248737018684e-07,8.623854156347615930e-08,1.892402394547729071e-06,5.596473925834338335e-07,3.991010985615594013e-09,0.000000000000000000e+00
1.200001867413092441e+03,1.013251402056392690e+05,1.119001846591355515e-01,8.880967475979545389e-01,9.206618735205021479e-08,2.344776849951142734e-07,9.309679664396893877e-08,2.049114549364657578e-06,5.947594388885295541e-07,4.228253828131172405e-09,0.000000000000000000e+00
1.200002060490110125e+03,1.013251552090351615e+05,1.119001568214601505e-01,8.880965349873812809e-01,9.936958635304381166e-08,2.531218338637261780e-07,1.004945801400026209e-07,2.218284317063717390e-06,6.324403611235804691e-07,4.480481362674927235e-09,0.000000000000000000e+00
1.200002269686204272e+03,1.013251714704265905e+05,1.119001267857430565e-01,8.880963057283456363e-01,1.072472972156790856e-07,2.732320555699816079e-07,1.084743577043668641e-07,2.400891750694631070e-06,6.728916549978436199e-07,4.748796346201084999e-09,0.000000000000000000e+00
1.200002496271938526e+03,1.013251890889908391e+05,1.119000943790660479e-01,8.880960585115963424e-01,1.157444945821641161e-07,2.949236617975563653e-07,1.170819494848778856e-07,2.597994236752325134e-06,7.163306074374769408e-07,5.034388740421527719e-09,0.000000000000000000e+00
1.200002741617907986e+03,1.013252081717160181e+05,1.119000594149488909e-01,8.880957919252795429e-01,1.249098952263959334e-07,3.183210045350780681e-07,1.263667750575629433e-07,2.810732127502702840e-06,7.629914282933510911e-07,5.338542053696633229e-09,0.000000000000000000e+00
