1.300000000000000000e+03,1.627005780027103346e-04,2.822359168791399497e+01,1.329891348342561801e-07
1.301000000000000000e+03,1.573215516691156427e-04,2.007187448842250888e+01,1.334362681922424362e-07
1.302000000000000000e+03,1.315974008031390577e-04,1.196855939040278827e+01,1.345340016513410817e-07
1.303000000000000000e+03,1.205932986146002531e-04,4.871619822989941895e+00,1.348993633382496794e-07
1.304000000000000000e+03,1.169858650232660622e-04,3.242381747462786734e+00,1.353027377432938339e-07
1.305000000000000000e+03,8.880854644135895268e-05,3.183302877364440064e+00,1.363986189058727725e-07
1.306000000000000000e+03,9.309740890064704553e-05,3.126170850194739614e+00,1.359622743945354248e-07
1.307000000000000000e+03,6.210953323622290221e-05,3.070063380385363416e+00,1.371175031854820781e-07
1.308000000000000000e+03,7.153912968340756114e-05,3.014989898352268938e+00,1.373870365081606973e-07
1.309000000000000000e+03,5.225751829262706243e-05,2.961581040568034950e+00,1.386536934053057319e-07
1.310000000000000000e+03,4.781484239772488610e-05,2.909713985592134122e+00,1.380905849626463423e-07
1.311000000000000000e+03,5.013360497590156460e-05,2.858489280259618681e+00,1.392244669524241477e-07
1.312000000000000000e+03,2.938484475576897304e-05,2.809150988390229031e+00,1.404760836462083209e-07
1.313000000000000000e+03,3.701381179413051317e-05,2.760993773415975738e+00,1.407171893268558259e-07
1.314000000000000000e+03,2.820362232272963156e-05,2.714319176779099507e+00,1.419011068264834865e-07
1.315000000000000000e+03,2.223292651538138413e-05,2.669468834383224021e+00,1.413890196557029076e-07
1.316000000000000000e+03,2.704563991544776865e-05,2.625054197041663429e+00,1.425054160402281538e-07
1.317000000000000000e+03,9.989524000981484661e-06,2.583578690291687963e+00,1.419285352916376067e-07
1.318000000000000000e+03,1.628957306432167980e-05,2.542245107146300143e+00,1.422702639883708142e-07
1.319000000000000000e+03,1.602286452646393329e-05,2.502193197572523786e+00,1.433657408985065286e-07
1.320000000000000000e+03,6.012879524316737284e-06,2.464170908403502835e+00,1.436712485367907351e-07
1.321000000000000000e+03,1.125969236871654520e-05,2.426733461576986883e+00,1.448881334268154282e-07
1.322000000000000000e+03,8.781068072120568253e-06,2.391294294084673311e+00,1.460149996853616452e-07
1.323000000000000000e+03,3.537864138725971371e-06,2.357371258830426086e+00,1.453864170394153874e-07
1.324000000000000000e+03,8.883622582737071049e-06,2.324091614423650753e+00,1.466284023098368537e-07
1.325000000000000000e+03,5.732266375172031382e-06,2.293239728616299544e+00,1.468091220688731692e-07
1.326000000000000000e+03,2.683761431000099098e-06,2.263042424743161973e+00,1.470666992187958061e-07
1.327000000000000000e+03,7.055888744433239886e-06,2.234462433438238804e+00,1.473906755536594977e-07
1.328000000000000000e+03,4.696662943465612534e-06,2.207743824319550185e+00,1.475753748238483615e-07
1.329000000000000000e+03,2.291991662304816948e-06,2.181407431498882943e+00,1.487604087080741889e-07
1.330000000000000000e+03,6.271786027112619020e-06,2.156564739016175736e+00,1.500102757656075075e-07
1.331000000000000000e+03,4.842038883452388535e-06,2.134533902532893990e+00,1.492319354204574389e-07
1.332000000000000000e+03,2.538724485301564192e-06,2.112401057389888592e+00,1.504159901871863455e-07
1.333000000000000000e+03,6.185229359293692550e-06,2.091773329949774052e+00,1.516899380748830765e-07
1.334000000000000000e+03,5.919038092844135355e-06,2.073985267021271284e+00,1.509149013287473404e-07
1.335000000000000000e+03,3.763276971181867751e-06,2.056095924911460315e+00,1.520646542982212633e-07
1.336000000000000000e+03,6.828192952793125191e-06,2.040102623522216163e+00,1.523288257521045231e-07
1.337000000000000000e+03,7.820427825172030851e-06,2.026393608309263072e+00,1.515676237481183256e-07
1.338000000000000000e+03,4.880027128464013981e-06,2.012857193050422211e+00,1.527004388584221108e-07
1.339000000000000000e+03,7.455778064300926125e-06,2.001137467903390643e+00,1.529395658191285076e-07
1.340000000000000000e+03,1.019593482714709012e-05,1.991288339665061358e+00,1.531785542796285730e-07
1.341000000000000000e+03,5.992860364250710364e-06,1.982197052355786582e+00,1.543264353306978271e-07
1.342000000000000000e+03,7.868823964685179404e-06,1.974270832536603848e+00,1.555216570631810423e-07
1.343000000000000000e+03,1.215833285938106911e-05,1.968569297433987231e+00,1.557753094692124845e-07
1.344000000000000000e+03,8.584926610228514591e-06,1.964508693548395968e+00,1.549333508482431993e-07
1.345000000000000000e+03,7.598619782248878980e-06,1.960903815860547184e+00,1.560925378159048122e-07
1.346000000000000000e+03,1.120646830177032679e-05,1.959335952390119928e+00,1.562980351364469317e-07
1.347000000000000000e+03,1.095055824633288328e-05,1.959594983306942595e+00,1.554988896827311104e-07
1.348000000000000000e+03,7.939183467334784267e-06,1.960505533958439628e+00,1.566399466332492109e-07
1.349000000000000000e+03,9.817307588686577808e-06,1.963130335563164408e+00,1.567975529855821149e-07
1.350000000000000000e+03,1.343587093949115302e-05,1.967000205160275073e+00,1.580604018136630513e-07
1.351000000000000000e+03,1.041449406785136442e-05,1.972535389263157413e+00,1.582093346494617758e-07
1.352000000000000000e+03,8.906495467696792120e-06,1.979777070127965999e+00,1.572824512292765854e-07
1.353000000000000000e+03,1.146230425115493651e-05,1.987931402568847261e+00,1.584925934707587779e-07
1.354000000000000000e+03,1.328294296416991896e-05,1.997561281656089704e+00,1.597576805114311325e-07
1.355000000000000000e+03,1.088210679330198666e-05,2.009441936883831659e+00,1.577672240594018956e-07
1.356000000000000000e+03,9.428298595017726804e-06,2.021284082307829522e+00,1.610560160587351322e-07
1.357000000000000000e+03,1.154220082553846237e-05,2.035497607783327112e+00,1.612467642980195482e-07
1.358000000000000000e+03,1.235660893039988805e-05,2.051501867501883680e+00,1.603295907282388813e-07
1.359000000000000000e+03,1.101403220185975638e-05,2.068382780563752021e+00,1.614992769497958623e-07
1.360000000000000000e+03,9.282108667123073703e-06,2.086891995574205794e+00,1.616198359858470866e-07
1.361000000000000000e+03,9.460138126773307078e-06,2.106910797865111817e+00,1.618008455229800861e-07
1.362000000000000000e+03,1.170305122040694713e-05,2.128387302296232519e+00,1.619325729549392082e-07
1.363000000000000000e+03,1.065809956881216292e-05,2.151371145741450164e+00,1.620074778390620621e-07
1.364000000000000000e+03,8.655711932784449563e-06,2.175756603252921195e+00,1.621336776461233835e-07
1.365000000000000000e+03,7.605897263926199417e-06,2.201542558297205687e+00,1.623005527755565300e-07
1.366000000000000000e+03,1.021514552037025567e-05,2.228524096571163682e+00,1.635039876267529886e-07
1.367000000000000000e+03,1.013809659835268601e-05,2.257682978706725407e+00,1.624790857625883409e-07
1.368000000000000000e+03,7.759402894156931807e-06,2.287908298196271062e+00,1.625834897301352746e-07
1.369000000000000000e+03,6.645740068214770113e-06,2.319526166374089371e+00,1.627332195794285899e-07
1.370000000000000000e+03,8.530839606619040070e-06,2.352335507542647974e+00,1.639310724095897006e-07
1.371000000000000000e+03,9.630397390457841854e-06,2.386917323792204115e+00,1.651033286068426117e-07
