0.000000000000000000e+00,0.000000000000000000e+00
2.177596092224121094e+01,9.460687637329101562e+00
3.857135772705078125e+00,4.234313964843750000e-01
2.153635025024414062e+00,3.759860992431640625e-01
1.537322998046875000e+00,3.936290740966796875e-01
1.217365264892578125e+00,4.098415374755859375e-01
1.021385192871093750e+00,4.026889801025390625e-01
9.095668792724609375e-01,4.107952117919921875e-01
8.037090301513671875e-01,4.019737243652343750e-01
7.388591766357421875e-01,4.148483276367187500e-01
6.852149963378906250e-01,5.192756652832031250e-01
6.453990936279296875e-01,4.124641418457031250e-01
6.139278411865234375e-01,4.136562347412109375e-01
6.027221679687500000e-01,4.057884216308593750e-01
5.688667297363281250e-01,4.069805145263671875e-01
5.500316619873046875e-01,3.747940063476562500e-01
5.383491516113281250e-01,3.981590270996093750e-01
5.254745483398437500e-01,3.957748413085937500e-01
5.164146423339843750e-01,4.034042358398437500e-01
5.085468292236328125e-01,4.041194915771484375e-01
5.254745483398437500e-01,3.979206085205078125e-01
5.018711090087890625e-01,4.079341888427734375e-01
4.935264587402343750e-01,4.000663757324218750e-01
4.909038543701171875e-01,4.012584686279296875e-01
4.875659942626953125e-01,3.988742828369140625e-01
4.847049713134765625e-01,4.000663757324218750e-01
4.804134368896484375e-01,4.007816314697265625e-01
4.918575286865234375e-01,4.034042358398437500e-01
4.796981811523437500e-01,4.045963287353515625e-01
4.782676696777343750e-01,3.998279571533203125e-01
4.751682281494140625e-01,4.107952117919921875e-01
4.775524139404296875e-01,4.012584686279296875e-01
4.737377166748046875e-01,4.005432128906250000e-01
4.770755767822265625e-01,3.986358642578125000e-01
4.777908325195312500e-01,4.060268402099609375e-01
4.742145538330078125e-01,3.981590270996093750e-01
4.749298095703125000e-01,4.043579101562500000e-01
4.792213439941406250e-01,4.022121429443359375e-01
4.765987396240234375e-01,4.100799560546875000e-01
4.816055297851562500e-01,4.005432128906250000e-01
4.801750183105468750e-01,4.057884216308593750e-01
4.837512969970703125e-01,3.852844238281250000e-01
4.870891571044921875e-01,3.540515899658203125e-01
4.847049713134765625e-01,3.321170806884765625e-01
4.875659942626953125e-01,3.273487091064453125e-01
6.117820739746093750e-01,3.859996795654296875e-01
4.932880401611328125e-01,4.177093505859375000e-01
5.071163177490234375e-01,3.914833068847656250e-01
5.097389221191406250e-01,4.189014434814453125e-01
5.021095275878906250e-01,4.196166992187500000e-01
5.025863647460937500e-01,4.174709320068359375e-01
5.021095275878906250e-01,4.212856292724609375e-01
5.073547363281250000e-01,4.258155822753906250e-01
5.123615264892578125e-01,4.215240478515625000e-01
5.233287811279296875e-01,4.243850708007812500e-01
5.354881286621093750e-01,4.258155822753906250e-01
5.567073822021484375e-01,5.052089691162109375e-01
5.781650543212890625e-01,4.193782806396484375e-01
6.268024444580078125e-01,4.193782806396484375e-01
6.699562072753906250e-01,4.186630249023437500e-01
7.233619689941406250e-01,4.217624664306640625e-01
8.015632629394531250e-01,4.229545593261718750e-01
9.062290191650390625e-01,4.196166992187500000e-01
1.041173934936523438e+00,4.243850708007812500e-01
1.179695129394531250e+00,4.193782806396484375e-01
1.143455505371093750e+00,4.200935363769531250e-01
8.723735809326171875e-01,4.191398620605468750e-01
5.841255187988281250e-01,4.222393035888671875e-01
3.502368927001953125e-01,4.208087921142578125e-01
3.054141998291015625e-01,4.198551177978515625e-01
2.973079681396484375e-01,4.198551177978515625e-01
2.818107604980468750e-01,4.241466522216796875e-01
2.627372741699218750e-01,4.286766052246093750e-01
2.403259277343750000e-01,4.196166992187500000e-01
2.169609069824218750e-01,4.117488861083984375e-01
1.947879791259765625e-01,4.196166992187500000e-01
1.788139343261718750e-01,4.215240478515625000e-01
1.590251922607421875e-01,4.186630249023437500e-01
1.490116119384765625e-01,4.189014434814453125e-01
1.437664031982421875e-01,4.217624664306640625e-01
1.356601715087890625e-01,4.291534423828125000e-01
1.292228698730468750e-01,4.205703735351562500e-01
1.158714294433593750e-01,4.189014434814453125e-01
1.053810119628906250e-01,4.220008850097656250e-01
1.006126403808593750e-01,4.260540008544921875e-01
1.041889190673828125e-01,4.141330718994140625e-01
9.536743164062500000e-02,4.208087921142578125e-01
9.417533874511718750e-02,4.236698150634765625e-01
8.821487426757812500e-02,4.110336303710937500e-01
1.733303070068359375e-01,4.215240478515625000e-01
8.344650268554687500e-02,4.200935363769531250e-01
7.867813110351562500e-02,4.196166992187500000e-01
7.915496826171875000e-02,4.141330718994140625e-01
7.534027099609375000e-02,3.986358642578125000e-01
7.152557373046875000e-02,4.198551177978515625e-01
7.128715515136718750e-02,3.969669342041015625e-01
8.463859558105468750e-02,4.148483276367187500e-01
7.867813110351562500e-02,3.986358642578125000e-01
8.916854858398437500e-02,4.074573516845703125e-01
9.560585021972656250e-02,3.905296325683593750e-01
7.176399230957031250e-02,4.029273986816406250e-01
7.128715515136718750e-02,4.014968872070312500e-01
7.081031799316406250e-02,3.962516784667968750e-01
9.036064147949218750e-02,3.850460052490234375e-01
1.096725463867187500e-01,4.119873046875000000e-01
7.081031799316406250e-02,4.229545593261718750e-01
8.559226989746093750e-02,4.003047943115234375e-01
7.534027099609375000e-02,5.030632019042968750e-01
4.959106445312500000e-02,4.107952117919921875e-01
1.206398010253906250e-01,4.193782806396484375e-01
8.916854858398437500e-02,4.134178161621093750e-01
1.113414764404296875e-01,4.172325134277343750e-01
3.743171691894531250e-02,4.174709320068359375e-01
7.557868957519531250e-02,4.079341888427734375e-01
9.942054748535156250e-02,3.869533538818359375e-01
9.655952453613281250e-02,3.833770751953125000e-01
5.960464477539062500e-02,3.869533538818359375e-01
9.679794311523437500e-02,3.838539123535156250e-01
1.108646392822265625e-01,3.857612609863281250e-01
1.008510589599609375e-01,3.588199615478515625e-01
8.416175842285156250e-02,3.583431243896484375e-01
2.384185791015625000e-02,3.588199615478515625e-01
5.459785461425781250e-02,3.635883331298828125e-01
4.959106445312500000e-02,3.581047058105468750e-01
1.182556152343750000e-01,3.583431243896484375e-01
1.173019409179687500e-01,3.561973571777343750e-01
1.137256622314453125e-01,3.566741943359375000e-01
1.113414764404296875e-01,3.612041473388671875e-01
6.651878356933593750e-02,3.595352172851562500e-01
1.211166381835937500e-01,3.581047058105468750e-01
1.144409179687500000e-01,3.607273101806640625e-01
1.208782196044921875e-01,3.619194030761718750e-01
1.170635223388671875e-01,3.647804260253906250e-01
1.108646392822265625e-01,3.607273101806640625e-01
9.226799011230468750e-02,3.566741943359375000e-01
7.200241088867187500e-02,3.576278686523437500e-01
1.211166381835937500e-01,3.621578216552734375e-01
7.915496826171875000e-02,3.554821014404296875e-01
1.142024993896484375e-01,3.597736358642578125e-01
1.142024993896484375e-01,3.581047058105468750e-01
7.200241088867187500e-02,3.652572631835937500e-01
6.222724914550781250e-02,3.581047058105468750e-01
1.080036163330078125e-01,3.571510314941406250e-01
5.960464477539062500e-02,3.550052642822265625e-01
5.316734313964843750e-02,3.600120544433593750e-01
1.189708709716796875e-01,3.559589385986328125e-01
1.189708709716796875e-01,3.583431243896484375e-01
1.330375671386718750e-01,3.585815429687500000e-01
