-3.516459930041102577e-01 -2.779465078751740315e+00 8.791542198154669863e-02 2.259818422852682696e-01 8.005812577530893592e-02 2.154724830433911720e+00 5.794836415569003529e-01 2.947209722914015655e-03
-3.620605205590023967e+00 -2.799981458062026007e+01 8.874863217009711924e-01 2.269903502781128068e+00 8.468542332720285781e-01 2.259812203829493171e+01 4.985140046092308097e+00 3.291364406891043870e-02
-1.152388378525062373e+00 -9.254949034342228487e+00 2.794099411314877601e-01 7.188774711827782271e-01 2.483083211510781485e-01 7.106581646318619327e+00 2.043653893393187815e+00 1.050613969014151973e-02
-7.644271971181319181e+00 -5.779500807972122089e+01 1.827513007779691057e+00 4.649682353342481811e+00 1.826153562864214264e+00 4.868958345428465861e+01 8.369614707648732832e+00 7.673296498276867272e-02
-7.967920628787998005e+00 -5.990446191757264671e+01 1.919271433793293236e+00 4.881074412316639410e+00 1.932040998830658607e+00 5.071023905682717725e+01 8.352713819240459969e+00 7.704282535240240815e-02
-4.106633120397696346e-01 -3.303946651093245812e+00 1.005547714168207735e-01 2.588079929813734692e-01 8.730160499096245585e-02 2.520056084860077927e+00 7.444156773521063419e-01 3.473831531674235595e-03
-5.791953574631863999e-01 -4.659795929675088821e+00 1.416735246203890408e-01 3.649976372784717316e-01 1.264179829394290189e-01 3.554799342269594931e+00 1.045987822987356930e+00 5.114977043033219067e-03
-9.900061617833001648e+00 -7.358824453775494590e+01 2.384361326272811166e+00 6.053978400488895240e+00 2.450239090630689009e+00 6.330586594140120837e+01 9.199622384912819584e+00 9.423901188152555841e-02
-2.919257099472267925e+01 -2.053670181676975801e+02 6.854473747589499233e+00 1.727054877152534118e+01 7.586617775328225122e+00 1.928071869972783645e+02 9.810508312035404188e+00 2.302535586633976672e-01
-2.911209307104269328e+01 -2.050227700851324357e+02 6.980409657417891545e+00 1.760583180675175186e+01 7.828557970284292011e+00 1.905200248379859431e+02 1.097744723887383600e+01 2.225916448613736998e-01
-8.946354841894104126e-01 -7.090421710983314973e+00 2.213532715186973254e-01 5.689766040305954675e-01 2.012801008670570269e-01 5.500904742455666963e+00 1.484898772564424041e+00 7.643703736285932353e-03
-1.837760580859861381e+00 -1.436944940780978719e+01 4.552906647403761053e-01 1.167313002657343057e+00 4.223242182003090206e-01 1.136274157925961248e+01 2.783841544967209813e+00 1.569897884479177011e-02
-7.624581215121469135e+00 -5.747706122936514106e+01 1.865202038943019947e+00 4.752306652153923672e+00 1.895597507831044082e+00 4.814128572405743967e+01 8.376373512719725412e+00 7.087700878147396022e-02
-1.005415364987228521e+01 -7.496005304360888033e+01 2.450465137331663712e+00 6.232251886439372335e+00 2.549103209641140566e+00 6.387148947359312245e+01 9.816926755880077238e+00 9.397023059578439586e-02
-1.133379536386690312e+00 -9.058729599648158270e+00 2.772849603156976594e-01 7.137339149276983319e-01 2.528981532990612346e-01 6.975585433982399053e+00 1.962339209310517418e+00 1.026746419947586510e-02
-2.431915435627565625e+00 -1.911789315792228550e+01 5.932122467175632297e-01 1.521101587136239219e+00 5.493606785454128172e-01 1.510225769087593939e+01 3.761537372216912534e+00 2.233901805778725283e-02
-2.136901169523012456e+00 -1.674397327980582517e+01 5.268885876094230314e-01 1.351436930171418638e+00 4.923019018594243512e-01 1.322603031958757391e+01 3.265340249047800292e+00 1.887646105319422396e-02
-1.143868120081770745e-01 -9.048624931094311208e-01 2.868114576716181141e-02 7.313879815959360708e-02 2.715354112686224272e-02 6.990938008790211766e-01 1.901696636405773577e-01 1.012355544391605302e-03
-1.116216683419742850e+01 -8.178023631538295035e+01 2.749623364298146910e+00 6.974145342974264139e+00 2.890725403680131311e+00 7.110714985340123917e+01 9.126457914594606535e+00 9.430127063199296444e-02
-1.632834716107570117e+01 -1.187834339347955250e+02 3.846089304179176160e+00 9.727230907383566105e+00 4.104835039470665414e+00 1.062925604573293725e+02 1.098236448482956895e+01 1.587009026788734067e-01
-8.439571447630040968e-01 -6.634884110017925885e+00 2.106362553325810405e-01 5.407425966501132608e-01 1.921168309194351831e-01 5.188623217249459962e+00 1.339799871635536599e+00 6.922482993802638040e-03
-3.995145973575874088e+00 -3.078539309004857216e+01 9.817153763162895785e-01 2.510183042019509703e+00 9.476225544093279662e-01 2.494605370378307896e+01 5.358756681025070634e+00 3.620770607116968742e-02
-1.677580307705627549e-01 -1.336000551648061307e+00 4.173208029417698611e-02 1.072985450373602212e-01 3.728521893977379542e-02 1.026797040339352929e+00 2.892078412639542129e-01 1.437856544005788927e-03
-9.352247904199634254e-01 -7.344992180648655555e+00 2.335037405213684081e-01 5.994378207295859573e-01 2.145211674134394897e-01 5.750945644846612304e+00 1.474089334210051616e+00 7.719263347560504328e-03
-4.409695294764620854e+01 -3.054149411526319682e+02 1.045956745717592540e+01 2.634106934010204171e+01 1.189952917548074218e+01 2.917545849138978724e+02 8.776433978417738757e+00 2.807092352037994232e-01
-5.633540582323955270e+00 -4.292953096341817343e+01 1.382226034210577881e+00 3.527995229411183153e+00 1.370550215510045744e+00 3.536496277878057271e+01 6.865575352667852016e+00 5.176193516189172422e-02
-9.202372804915710525e-01 -7.255192996535275718e+00 2.285821107067634306e-01 5.868683141141923798e-01 2.066958515129267704e-01 5.662791189461396257e+00 1.482870024316453428e+00 7.622786915115038753e-03
-1.469156496735015338e+01 -1.076037318472278912e+02 3.532756657940039346e+00 8.955562360927395105e+00 3.775957688501902165e+00 9.455305159211251009e+01 1.133978040163718504e+01 1.381881134590062787e-01
-7.968784273545035379e-01 -6.397167350586840051e+00 1.948653892662988718e-01 5.019383270738887459e-01 1.758025551256892638e-01 4.895918779666210696e+00 1.418373097654731740e+00 7.147629154524362885e-03
